model,year,transmission,mileage,fuelType,tax,mpg,engineSize
 2 Series,2017,Manual,24216,Diesel,30,64.2,2
 5 Series,2014,Automatic,43208,Diesel,125,57.6,2
 5 Series,2018,Automatic,31905,Diesel,145,68.9,2
 X4,2016,Automatic,59000,Diesel,145,54.3,2
 1 Series,2016,Automatic,40000,Diesel,30,65.7,2
 3 Series,2013,Automatic,46000,Petrol,145,47.9,1.6
 1 Series,2014,Automatic,59000,Diesel,30,64.2,2
 5 Series,2013,Automatic,38000,Petrol,200,43.5,2
 X3,2016,Automatic,23000,Diesel,145,54.3,2
 X1,2010,Manual,87300,Diesel,165,49.6,2
 5 Series,2016,Automatic,10098,Diesel,125,60.1,2
 3 Series,2017,Automatic,27273,Diesel,145,56.5,3
 X1,2016,Manual,38775,Diesel,20,68.9,2
 5 Series,2016,Automatic,27193,Diesel,160,50.4,3
 5 Series,2015,Automatic,59420,Diesel,30,62.8,2
 3 Series,2016,Automatic,84252,Hybrid,0,134.5,2
 3 Series,2016,Manual,20640,Diesel,30,67.3,2
 2 Series,2017,Automatic,36824,Diesel,150,60.1,2
 Z4,2008,Manual,63000,Petrol,325,31.7,3
 Z3,2001,Manual,60000,Petrol,325,30.7,2.2
 4 Series,2019,Automatic,3250,Petrol,145,48.7,2
 M4,2019,Automatic,1326,Petrol,145,34,3
 3 Series,2020,Automatic,4691,Hybrid,135,8.8,2
 i8,2019,Automatic,176,Hybrid,135,141.2,1.5
 X1,2019,Automatic,3980,Diesel,145,60.1,2
 4 Series,2019,Automatic,1510,Petrol,145,48.7,2
 2 Series,2019,Automatic,4259,Petrol,145,39.8,3
 1 Series,2019,Automatic,8501,Petrol,145,34.5,2
 3 Series,2016,Automatic,61630,Diesel,145,53.3,3
 1 Series,2012,Manual,93697,Diesel,125,60.1,2
 1 Series,2013,Manual,68000,Petrol,125,52.3,1.6
 M3,2004,Manual,60000,Petrol,325,23.3,3.2
 M3,2004,Manual,46000,Petrol,325,23.3,3.2
 Z4,2004,Manual,39000,Petrol,330,31,3
 Z4,2011,Manual,64250,Petrol,305,33.2,2.5
 3 Series,2014,Manual,59000,Diesel,125,58.9,2
 Z3,1997,Manual,49000,Petrol,270,35.3,1.9
 Z3,1998,Manual,56500,Petrol,270,35.3,1.9
 4 Series,2019,Automatic,4980,Petrol,145,45.6,2
 X1,2016,Automatic,24999,Diesel,125,57.6,2
 1 Series,2017,Manual,46000,Petrol,125,52.3,1.5
 1 Series,2017,Manual,31000,Petrol,145,46.3,2
 4 Series,2014,Automatic,19500,Diesel,160,50.4,3
 1 Series,2017,Automatic,11360,Petrol,145,39.8,3
 X6,2017,Automatic,31931,Petrol,145,29.1,4.4
 2 Series,2019,Automatic,10440,Diesel,145,62.8,2
 4 Series,2016,Automatic,37484,Diesel,30,65.7,2
 X5,2017,Automatic,29183,Diesel,150,47.1,3
 X3,2017,Automatic,30448,Diesel,150,54.3,2
 3 Series,2018,Automatic,28935,Diesel,145,64.2,2
 3 Series,2015,Automatic,54204,Diesel,125,61.4,2
 5 Series,2002,Automatic,78316,Petrol,325,23.7,3.5
 7 Series,2016,Automatic,34000,Diesel,125,57.6,3
 X5,2015,Automatic,47000,Diesel,200,47.1,3
 X4,2015,Automatic,66000,Diesel,145,54.3,2
 X5,2016,Automatic,29000,Diesel,205,47.1,3
 1 Series,2012,Automatic,64000,Diesel,165,51.4,2
 X1,2017,Automatic,8000,Diesel,150,60.1,2
 3 Series,2016,Automatic,26000,Other,0,134.5,2
 1 Series,2017,Automatic,18000,Petrol,205,39.8,3
 X6,2017,Automatic,42000,Diesel,150,42.8,3
 4 Series,2017,Automatic,22462,Diesel,150,65.7,2
 X5,2017,Automatic,9748,Diesel,150,47.9,3
 X3,2017,Automatic,10897,Diesel,150,54.3,2
 1 Series,2017,Automatic,45000,Petrol,150,39.8,3
 3 Series,2014,Manual,27000,Diesel,150,55.4,2
 M5,2016,Automatic,39200,Petrol,555,28.5,4.4
 3 Series,2008,Automatic,123023,Petrol,200,42.2,2
 3 Series,2008,Manual,108000,Petrol,235,38.7,3
 3 Series,2002,Manual,121821,Petrol,330,29.4,2.5
 3 Series,2004,Manual,82785,Petrol,330,29.4,2.5
 3 Series,2014,Manual,138750,Diesel,30,65.7,2
 3 Series,2014,Manual,30000,Petrol,160,44.8,2
 1 Series,2016,Manual,39000,Diesel,20,70.6,1.5
 3 Series,2015,Automatic,26000,Diesel,30,64.2,2
 M5,2014,Automatic,55241,Petrol,555,28.5,4.4
 4 Series,2014,Automatic,18000,Diesel,160,50.4,3
 X3,2017,Automatic,32248,Diesel,145,54.3,2
 3 Series,2016,Automatic,30000,Diesel,145,56.5,3
 2 Series,2017,Automatic,14000,Diesel,145,65.7,2
 X6,2018,Automatic,40000,Diesel,145,40.9,3
 3 Series,2017,Automatic,24000,Diesel,145,51.4,3
 X4,2019,Automatic,7000,Diesel,150,42.8,2
 X1,2016,Automatic,20000,Diesel,150,56.5,2
 4 Series,2015,Automatic,20454,Petrol,260,37.2,3
 5 Series,2018,Automatic,9034,Diesel,145,60.1,3
 X4,2016,Automatic,44572,Diesel,200,47.9,3
 5 Series,2017,Automatic,38089,Petrol,145,39.2,3
 2 Series,2016,Automatic,53472,Petrol,200,39.8,3
 3 Series,2016,Automatic,45853,Diesel,200,49.6,3
 3 Series,2015,Automatic,31500,Diesel,140,56.5,3
 5 Series,2017,Automatic,43503,Diesel,145,53.3,3
 3 Series,2014,Automatic,42000,Diesel,30,62.8,2
 X5,2016,Automatic,20000,Petrol,570,25.4,4.4
 M4,2019,Semi-Auto,12000,Petrol,145,34,3
 1 Series,2014,Automatic,24500,Petrol,145,48.7,1.6
 4 Series,2013,Automatic,47770,Petrol,165,44.1,2
 3 Series,2012,Automatic,41600,Diesel,160,50.4,2
 X6,2014,Automatic,68787,Diesel,305,37.7,3
 1 Series,2017,Automatic,20000,Petrol,150,39.8,3
 3 Series,2014,Manual,51000,Diesel,125,57.6,2
 4 Series,2016,Semi-Auto,21600,Petrol,300,34,3
 1 Series,2013,Automatic,62000,Diesel,30,64.2,2
 X7,2019,Automatic,15000,Diesel,145,31.4,3
 1 Series,2012,Manual,58000,Diesel,30,62.8,2
 5 Series,2012,Automatic,84000,Diesel,165,51.4,3
 1 Series,2010,Manual,106000,Diesel,150,56.5,2
 1 Series,2012,Manual,60000,Diesel,125,58.9,2
 3 Series,2017,Automatic,19147,Petrol,145,47.9,2
 3 Series,2007,Automatic,97284,Diesel,260,42.2,2
 X5,2014,Automatic,40000,Diesel,200,47.9,3
 1 Series,2013,Manual,36075,Diesel,30,62.8,2
 2 Series,2018,Automatic,12004,Petrol,145,50.4,1.5
 1 Series,2010,Manual,117454,Diesel,30,62.8,2
 3 Series,2012,Manual,93819,Diesel,20,68.9,2
 3 Series,2017,Automatic,29426,Petrol,200,43.5,2
 3 Series,2013,Automatic,89543,Diesel,125,60.1,2
 1 Series,2013,Manual,39872,Petrol,300,33.2,3
 X1,2015,Automatic,44105,Diesel,125,57.6,2
 i3,2016,Automatic,35446,Hybrid,0,470.8,0
 X3,2016,Automatic,22492,Diesel,145,54.3,2
 X3,2013,Automatic,30000,Diesel,165,50.4,2
 X5,2016,Automatic,29614,Diesel,205,47.1,3
 6 Series,2014,Automatic,59295,Diesel,160,49.6,3
 7 Series,2019,Automatic,2000,Hybrid,135,113,2
 X5,2017,Automatic,21470,Diesel,145,45.6,3
 i8,2015,Automatic,48800,Other,0,134.5,1.5
 X5,2014,Automatic,52484,Diesel,200,47.1,3
 3 Series,2013,Manual,112000,Diesel,20,68.9,2
 1 Series,2016,Manual,94300,Diesel,0,83.1,1.5
 3 Series,2016,Automatic,45000,Diesel,160,49.6,3
 1 Series,2016,Manual,106600,Diesel,0,83.1,1.5
 1 Series,2016,Manual,42150,Petrol,125,53.3,1.5
 Z3,1999,Manual,58000,Petrol,270,35.3,1.9
 M3,2009,Manual,65000,Petrol,580,21.9,4
 M3,2009,Manual,65000,Petrol,580,21.9,4
 3 Series,2008,Automatic,76000,Petrol,235,39.2,3
 3 Series,2013,Automatic,70000,Diesel,165,50.4,2
 3 Series,2013,Automatic,70000,Diesel,165,50.4,2
 5 Series,2017,Automatic,59069,Diesel,30,68.9,2
 3 Series,2013,Manual,50708,Petrol,200,41.5,2
 1 Series,2015,Automatic,32840,Petrol,125,50.4,1.6
 2 Series,2016,Automatic,34391,Diesel,20,68.9,1.5
 X1,2015,Automatic,30951,Diesel,165,52.3,2
 1 Series,2014,Automatic,28893,Petrol,235,37.7,3
 X1,2012,Manual,41000,Diesel,160,51.4,2
 1 Series,2015,Automatic,32000,Petrol,235,37.7,3
 3 Series,2013,Manual,40000,Diesel,125,57.6,2
 X5,2014,Automatic,80000,Diesel,200,47.9,2
 X3,2014,Automatic,106870,Diesel,150,54.3,2
 1 Series,2016,Manual,82850,Diesel,0,83.1,1.5
 4 Series,2016,Manual,43000,Diesel,30,67.3,2
 X3,2011,Automatic,72500,Diesel,165,50.4,2
 1 Series,2016,Manual,49000,Petrol,30,56.5,1.5
 3 Series,2009,Manual,77000,Diesel,145,53.3,2
 5 Series,2004,Automatic,90000,Petrol,325,26.6,4.4
 5 Series,2012,Automatic,129000,Diesel,165,51.4,3
 5 Series,2012,Manual,56700,Diesel,30,62.8,2
 Z4,2004,Manual,114000,Petrol,325,32.1,2.2
 X3,2017,Automatic,55780,Diesel,150,54.3,2
 3 Series,2018,Automatic,15331,Petrol,145,40.4,3
 X5,2019,Automatic,11900,Diesel,145,37.7,3
 X5,2017,Automatic,30749,Diesel,145,47.1,3
 1 Series,2013,Manual,29000,Diesel,120,58.9,2
 1 Series,2009,Manual,77000,Petrol,205,42.8,2
 6 Series,2016,Automatic,27483,Diesel,200,49.6,3
 3 Series,2013,Manual,55125,Diesel,30,62.8,2
 1 Series,2012,Manual,73853,Diesel,125,60.1,2
 1 Series,2013,Automatic,45000,Petrol,235,37.7,3
 X5,2017,Automatic,30000,Other,130,85.6,2
 1 Series,2013,Manual,57000,Diesel,30,65.7,2
 1 Series,2015,Manual,97800,Diesel,0,83.1,1.5
 3 Series,2014,Automatic,51783,Diesel,125,60.1,2
 X4,2016,Automatic,57000,Diesel,205,47.1,3
 3 Series,2009,Automatic,120000,Petrol,305,34,3
 X5,2017,Automatic,23000,Diesel,145,50.4,2
 X5,2016,Automatic,49000,Petrol,570,25.4,0
 Z4,2016,Automatic,10000,Petrol,205,41.5,2
 M5,2018,Automatic,13500,Petrol,150,24.1,4.4
 M5,2019,Automatic,13000,Petrol,150,24.1,4.4
 1 Series,2017,Automatic,8000,Petrol,150,54.3,1.5
 X5,2013,Automatic,43000,Diesel,305,38.2,3
 X3,2014,Automatic,35000,Diesel,160,50.4,2
 X5,2009,Automatic,71000,Diesel,330,34.4,3
 7 Series,2007,Automatic,83000,Diesel,325,34.4,2.5
 1 Series,2008,Manual,92000,Petrol,200,44.1,2
 3 Series,2016,Automatic,32000,Other,0,148.7,2
 1 Series,2012,Manual,78600,Petrol,145,49.6,1.6
 M5,2019,Automatic,3700,Petrol,145,24.1,4.4
 2 Series,2016,Manual,42000,Petrol,125,53.3,1.5
 X3,2007,Automatic,100000,Diesel,555,32.8,3
 3 Series,2012,Automatic,89977,Diesel,125,60.1,2
 1 Series,2012,Manual,68397,Diesel,30,62.8,2
 X3,2012,Automatic,62335,Diesel,160,50.4,2
 X4,2015,Automatic,26722,Diesel,205,47.9,3
 Z4,2014,Manual,37957,Petrol,200,41.5,2
 M2,2018,Automatic,17000,Petrol,145,39.8,3
 M2,2018,Semi-Auto,6120,Petrol,150,29.1,3
 3 Series,2011,Automatic,102000,Diesel,200,46.3,3
 5 Series,2010,Automatic,164500,Diesel,140,53.3,2
 3 Series,2012,Manual,112000,Diesel,30,61.4,2
 3 Series,2000,Automatic,93000,Petrol,270,29.7,2.5
 1 Series,2018,Automatic,24791,Petrol,150,55.5,1.5
 X1,2017,Manual,33941,Diesel,125,58.9,2
 3 Series,2002,Manual,99000,Petrol,325,30.1,2.2
 X5,2011,Automatic,46000,Petrol,570,22.6,4.4
 X1,2013,Manual,67000,Diesel,160,51.4,2
 X3,2014,Automatic,107000,Diesel,165,50.4,2
 5 Series,2012,Automatic,71000,Diesel,240,43.5,3
 X3,2011,Automatic,85000,Diesel,165,50.4,2
 M4,2018,Automatic,16000,Petrol,150,34,3
 3 Series,2009,Manual,91000,Diesel,125,57.6,2
 3 Series,2009,Manual,89000,Petrol,165,47.9,2
 5 Series,2013,Automatic,108000,Diesel,125,57.6,2
 3 Series,2006,Manual,76000,Diesel,160,50.4,2
 1 Series,2010,Manual,93890,Diesel,30,62.8,2
 3 Series,2007,Manual,103000,Diesel,205,49.6,2
 X2,2019,Automatic,2920,Diesel,150,58.9,2
 X1,2016,Automatic,22595,Petrol,160,44.8,2
 5 Series,2017,Automatic,33543,Diesel,150,65.7,2
 3 Series,2012,Automatic,85000,Diesel,20,68.9,2
 1 Series,2013,Automatic,33000,Diesel,30,64.2,2
 5 Series,2010,Automatic,55000,Petrol,555,27.2,4.4
 5 Series,2007,Automatic,129000,Diesel,330,35.8,2.5
 5 Series,2010,Automatic,129000,Diesel,205,46.3,3
 7 Series,2012,Automatic,41000,Diesel,260,41.5,3
 3 Series,2013,Automatic,62000,Diesel,30,62.8,2
 M4,2017,Automatic,24905,Petrol,150,34,3
 5 Series,2018,Automatic,20000,Hybrid,140,156.9,2
 5 Series,2017,Automatic,6002,Hybrid,140,156.9,2
 X4,2019,Automatic,2233,Petrol,145,24.8,3
 2 Series,2019,Automatic,12790,Diesel,145,51.4,2
 1 Series,2015,Automatic,17543,Diesel,20,70.6,2
 3 Series,2018,Automatic,12054,Diesel,150,64.2,2
 1 Series,2017,Manual,23674,Petrol,125,52.3,1.5
 1 Series,2015,Manual,85000,Diesel,0,83.1,1.5
 X1,2018,Automatic,4972,Diesel,145,60.1,2
 X2,2019,Automatic,11151,Petrol,145,40.4,2
 5 Series,2018,Automatic,37281,Petrol,145,50.4,2
 5 Series,2018,Automatic,42226,Petrol,145,50.4,2
 1 Series,2017,Automatic,40511,Diesel,145,62.8,2
 X1,2017,Automatic,29657,Diesel,145,65.7,2
 3 Series,2018,Automatic,10877,Petrol,145,54.3,1.5
 1 Series,2016,Manual,21909,Petrol,125,52.3,1.5
 1 Series,2017,Automatic,25611,Petrol,145,39.8,3
 X5,2019,Automatic,7513,Diesel,150,37.7,3
 X5,2019,Automatic,7374,Hybrid,140,188.3,3
 1 Series,2016,Manual,17863,Diesel,0,83.1,1.5
 1 Series,2017,Manual,41927,Diesel,145,68.9,2
 3 Series,2015,Automatic,51344,Diesel,165,52.3,3
 X6,2019,Automatic,8480,Diesel,150,34.9,3
 2 Series,2018,Automatic,9370,Petrol,150,40.9,1.5
 2 Series,2020,Manual,980,Petrol,145,43.5,1.5
 1 Series,2013,Automatic,53346,Petrol,145,48.7,1.6
 X1,2017,Automatic,27988,Diesel,145,57.6,2
 2 Series,2016,Manual,11338,Diesel,30,65.7,2
 X2,2018,Automatic,10369,Diesel,145,58.9,2
 6 Series,2016,Automatic,32449,Diesel,160,51.4,3
 4 Series,2016,Automatic,62046,Diesel,30,65.7,2
 5 Series,2015,Automatic,60892,Diesel,125,60.1,2
 2 Series,2020,Automatic,2980,Petrol,145,40.9,1.5
 X1,2014,Automatic,38206,Diesel,145,56.5,2
 2 Series,2016,Automatic,45458,Diesel,20,68.9,2
 3 Series,2018,Automatic,11261,Petrol,145,41.5,3
 2 Series,2017,Automatic,41419,Other,0,141.2,1.5
 3 Series,2017,Automatic,24599,Diesel,150,62.8,2
 4 Series,2015,Automatic,56131,Diesel,30,62.8,2
 X4,2016,Automatic,44352,Diesel,150,54.3,2
 X4,2017,Automatic,23604,Diesel,150,54.3,2
 X3,2016,Automatic,74838,Diesel,145,54.3,2
 3 Series,2016,Manual,68052,Diesel,20,68.9,2
 5 Series,2017,Automatic,39728,Diesel,125,60.1,2
 3 Series,2017,Manual,24589,Diesel,150,67.3,2
 X3,2016,Manual,29281,Diesel,165,52.3,2
 1 Series,2019,Automatic,4176,Petrol,145,55.5,1.5
 i3,2017,Automatic,19178,Other,0,470.8,0.6
 1 Series,2019,Automatic,9520,Petrol,150,54.3,1.5
 X1,2017,Automatic,44882,Petrol,165,44.8,2
 3 Series,2016,Manual,20955,Petrol,205,40.4,2
 X3,2013,Automatic,63505,Diesel,165,50.4,2
 3 Series,2017,Automatic,66782,Other,140,134.5,2
 i3,2017,Automatic,23956,Other,135,470.8,0.6
 4 Series,2018,Automatic,37491,Petrol,145,45.6,2
 3 Series,2017,Automatic,61968,Other,140,134.5,2
 X5,2016,Automatic,72219,Diesel,205,47.1,3
 3 Series,2018,Automatic,33254,Diesel,150,64.2,2
 3 Series,2016,Automatic,47266,Diesel,30,65.7,2
 1 Series,2013,Manual,39856,Diesel,125,58.9,2
 3 Series,2016,Automatic,32869,Diesel,30,67.3,2
 1 Series,2017,Automatic,69643,Diesel,30,62.8,2
 1 Series,2015,Automatic,74238,Diesel,125,60.1,2
 1 Series,2015,Manual,40829,Diesel,20,70.6,1.5
 3 Series,2018,Automatic,39758,Petrol,145,51.4,2
 5 Series,2017,Automatic,67287,Diesel,20,68.9,2
 1 Series,2017,Automatic,24614,Petrol,150,58.9,1.5
 5 Series,2016,Automatic,21166,Diesel,30,62.8,2
 X1,2017,Manual,62344,Diesel,150,68.9,2
 X3,2015,Automatic,91083,Diesel,150,54.3,2
 X1,2014,Automatic,37905,Diesel,165,52.3,2
 3 Series,2016,Automatic,67801,Diesel,125,60.1,2
 3 Series,2016,Automatic,73178,Diesel,20,70.6,2
 2 Series,2015,Automatic,44056,Petrol,30,55.4,1.5
 5 Series,2016,Automatic,83189,Diesel,20,68.9,2
 X2,2020,Automatic,1980,Petrol,145,34,2
 X5,2019,Automatic,5980,Diesel,145,37.7,3
 X7,2019,Automatic,3980,Diesel,145,31.4,3
 5 Series,2015,Automatic,56889,Diesel,30,62.8,2
 5 Series,2017,Automatic,28762,Diesel,30,62.8,2
 X3,2016,Automatic,56782,Diesel,145,54.3,2
 3 Series,2020,Automatic,5980,Hybrid,135,8.8,2
 2 Series,2019,Automatic,9490,Petrol,145,39.2,1.5
 X6,2019,Automatic,5980,Diesel,145,34.9,3
 7 Series,2019,Automatic,7414,Diesel,145,44.8,3
 X3,2017,Automatic,23389,Diesel,150,54.3,2
 2 Series,2017,Manual,31265,Petrol,145,47.1,1.5
 X3,2016,Automatic,85575,Diesel,150,54.3,2
 X3,2017,Automatic,21617,Diesel,150,54.3,2
 5 Series,2017,Automatic,65319,Diesel,125,60.1,2
 3 Series,2016,Automatic,34303,Petrol,125,54.3,1.5
 1 Series,2016,Manual,45340,Diesel,0,83.1,1.5
 X1,2016,Automatic,89114,Diesel,30,65.7,2
 3 Series,2013,Automatic,74561,Diesel,30,62.8,2
 3 Series,2017,Manual,41732,Petrol,145,48.7,2
 X1,2016,Automatic,47406,Diesel,125,57.6,2
 7 Series,2016,Automatic,30194,Diesel,150,54.3,3
 1 Series,2016,Manual,33835,Petrol,30,56.5,1.5
 5 Series,2016,Automatic,48403,Diesel,30,62.8,2
 3 Series,2013,Manual,60863,Diesel,125,57.6,2
 2 Series,2017,Manual,28706,Petrol,125,52.3,1.5
 5 Series,2017,Automatic,36164,Diesel,125,60.1,2
 4 Series,2016,Automatic,43463,Diesel,30,65.7,2
 2 Series,2015,Automatic,52541,Diesel,125,57.6,2
 X1,2016,Automatic,51505,Diesel,30,65.7,2
 1 Series,2016,Automatic,24297,Diesel,20,72.4,1.5
 3 Series,2016,Automatic,34383,Diesel,30,64.2,2
 3 Series,2017,Automatic,41685,Diesel,145,67.3,2
 X1,2017,Manual,44580,Diesel,150,68.9,2
 2 Series,2018,Automatic,7209,Petrol,150,40.9,1.5
 1 Series,2014,Manual,39719,Diesel,30,65.7,2
 5 Series,2015,Automatic,64560,Diesel,30,62.8,2
 X4,2016,Automatic,20737,Diesel,145,54.3,2
 1 Series,2017,Automatic,31672,Diesel,20,67.3,2
 3 Series,2016,Automatic,16319,Diesel,30,64.2,2
 4 Series,2019,Automatic,5000,Petrol,150,45.6,2
 2 Series,2017,Manual,22445,Petrol,125,50.4,1.5
 1 Series,2016,Manual,17941,Petrol,125,53.3,1.5
 1 Series,2017,Manual,48781,Diesel,145,68.9,2
 5 Series,2014,Manual,50347,Diesel,125,57.6,2
 5 Series,2017,Automatic,69110,Diesel,125,60.1,2
 3 Series,2016,Manual,15539,Diesel,30,67.3,2
 5 Series,2017,Automatic,28893,Diesel,150,68.9,2
 5 Series,2017,Automatic,41026,Diesel,30,62.8,2
 X5,2016,Automatic,42421,Diesel,160,50.4,2
 2 Series,2017,Manual,31601,Diesel,150,74.3,1.5
 X5,2015,Automatic,32352,Diesel,150,53.3,2
 3 Series,2013,Manual,93729,Petrol,125,53.3,1.6
 3 Series,2012,Automatic,77028,Diesel,30,62.8,2
 3 Series,2006,Automatic,61808,Petrol,305,35.8,2
 X1,2010,Automatic,90000,Diesel,200,45.6,2
 3 Series,2014,Automatic,58436,Diesel,145,56.5,2
 2 Series,2016,Manual,33764,Diesel,20,74.3,1.5
 1 Series,2017,Manual,32285,Diesel,150,68.9,2
 1 Series,2016,Manual,27109,Petrol,125,53.3,1.5
 5 Series,2019,Automatic,32025,Petrol,150,47.9,2
 7 Series,2017,Automatic,22363,Diesel,150,60.1,3
 2 Series,2017,Automatic,24170,Petrol,145,53.3,1.5
 3 Series,2012,Automatic,73575,Diesel,30,62.8,2
 3 Series,2014,Automatic,36846,Diesel,125,57.6,3
 3 Series,2016,Manual,34657,Diesel,20,68.9,2
 3 Series,2017,Manual,57363,Diesel,20,68.9,2
 1 Series,2015,Manual,59496,Diesel,0,83.1,1.5
 5 Series,2016,Manual,39178,Diesel,30,65.7,2
 2 Series,2017,Automatic,22920,Diesel,20,68.9,2
 3 Series,2015,Manual,56398,Diesel,20,68.9,2
 1 Series,2017,Automatic,25076,Diesel,125,60.1,2
 4 Series,2016,Automatic,68589,Diesel,30,65.7,2
 1 Series,2018,Manual,16411,Diesel,145,49.6,2
 1 Series,2016,Manual,23109,Petrol,125,53.3,1.5
 1 Series,2016,Automatic,81751,Diesel,0,78.5,1.5
 3 Series,2016,Manual,53855,Diesel,30,62.8,2
 1 Series,2014,Manual,35974,Diesel,0,74.3,1.6
 7 Series,2012,Automatic,66294,Diesel,160,50.4,3
 3 Series,2016,Automatic,80077,Diesel,20,70.6,2
 5 Series,2015,Automatic,33731,Diesel,30,62.8,2
 X3,2016,Automatic,26464,Diesel,145,54.3,2
 2 Series,2016,Manual,24073,Petrol,30,55.4,1.5
 5 Series,2017,Automatic,81749,Diesel,30,62.8,2
 5 Series,2017,Automatic,30262,Diesel,125,60.1,2
 3 Series,2018,Automatic,32663,Diesel,145,64.2,2
 1 Series,2017,Manual,21323,Petrol,145,52.3,1.5
 2 Series,2016,Automatic,44511,Diesel,30,64.2,2
 1 Series,2015,Manual,61296,Diesel,30,65.7,2
 X3,2016,Automatic,46911,Diesel,150,54.3,2
 1 Series,2016,Manual,35590,Diesel,20,72.4,1.5
 4 Series,2017,Automatic,62368,Diesel,150,58.9,2
 1 Series,2012,Manual,31609,Diesel,30,62.8,2
 5 Series,2016,Automatic,91587,Diesel,165,51.4,3
 5 Series,2016,Automatic,28344,Diesel,30,62.8,2
 3 Series,2017,Manual,39461,Diesel,145,64.2,2
 1 Series,2017,Manual,65681,Diesel,20,70.6,2
 4 Series,2016,Automatic,83259,Diesel,30,65.7,2
 1 Series,2016,Manual,41475,Diesel,0,78.5,1.5
 2 Series,2017,Manual,51594,Diesel,0,74.3,1.5
 1 Series,2018,Manual,22961,Petrol,145,37.2,1.5
 3 Series,2017,Manual,40982,Diesel,145,67.3,2
 2 Series,2016,Manual,21819,Diesel,20,74.3,1.5
 1 Series,2017,Manual,18716,Diesel,145,65.7,2
 5 Series,2017,Automatic,74619,Diesel,125,60.1,2
 X4,2014,Manual,44678,Diesel,160,52.3,2
 1 Series,2014,Automatic,35051,Diesel,30,64.2,2
 1 Series,2015,Manual,46295,Diesel,0,83.1,1.5
 3 Series,2014,Automatic,38055,Diesel,30,62.8,2
 3 Series,2013,Manual,51000,Diesel,30,62.8,2
 3 Series,2015,Automatic,24741,Diesel,30,62.8,2
 3 Series,2016,Manual,33038,Diesel,20,72.4,2
 3 Series,2013,Manual,32122,Petrol,145,47.9,1.6
 1 Series,2017,Manual,23574,Diesel,0,83.1,1.5
 X1,2016,Manual,71848,Diesel,125,58.9,2
 X5,2015,Automatic,65879,Diesel,200,47.1,3
 3 Series,2017,Manual,50649,Petrol,145,48.7,2
 4 Series,2017,Automatic,18098,Petrol,145,48.7,2
 1 Series,2015,Manual,21565,Diesel,30,64.2,2
 3 Series,2016,Automatic,55927,Diesel,30,62.8,2
 1 Series,2017,Manual,28850,Diesel,145,70.6,1.5
 3 Series,2017,Manual,28588,Petrol,145,45.6,2
 1 Series,2016,Manual,42309,Diesel,30,65.7,2
 5 Series,2016,Manual,89823,Diesel,30,62.8,2
 3 Series,2016,Automatic,23114,Diesel,145,53.3,3
 3 Series,2016,Manual,59341,Diesel,30,64.2,2
 1 Series,2016,Manual,83830,Diesel,20,72.4,1.5
 5 Series,2014,Automatic,126100,Diesel,30,62.8,2
 3 Series,2011,Manual,131000,Diesel,30,62.8,2
 3 Series,2008,Manual,85000,Petrol,555,28.5,3
 3 Series,2006,Automatic,95000,Petrol,555,29.7,3
 3 Series,2010,Manual,80000,Petrol,165,44.8,2
 1 Series,2017,Manual,40461,Diesel,30,62.8,2
 1 Series,2016,Automatic,31715,Diesel,20,67.3,2
 X4,2015,Automatic,59975,Diesel,200,47.9,3
 3 Series,2016,Automatic,45900,Diesel,145,53.3,3
 5 Series,2013,Automatic,62009,Diesel,145,55.4,2
 5 Series,2015,Manual,56203,Diesel,30,62.8,2
 X5,2016,Automatic,87467,Diesel,160,50.4,2
 3 Series,2013,Automatic,46577,Petrol,150,47.9,1.6
 3 Series,2014,Automatic,78871,Diesel,30,62.8,2
 3 Series,2017,Automatic,27288,Petrol,150,46.3,2
 2 Series,2016,Automatic,50791,Diesel,20,68.9,2
 5 Series,2016,Automatic,55573,Diesel,30,62.8,2
 5 Series,2016,Automatic,64598,Diesel,30,62.8,2
 X1,2013,Manual,48532,Diesel,160,51.4,2
 X1,2017,Automatic,64842,Diesel,145,57.6,2
 2 Series,2016,Manual,37567,Diesel,0,74.3,1.5
 5 Series,2017,Automatic,54589,Diesel,20,68.9,2
 5 Series,2016,Automatic,60187,Diesel,30,62.8,2
 1 Series,2016,Manual,31029,Petrol,125,53.3,1.5
 1 Series,2017,Manual,18638,Diesel,145,65.7,2
 1 Series,2016,Manual,37680,Diesel,0,83.1,1.5
 3 Series,2017,Manual,47308,Diesel,145,72.4,2
 3 Series,2017,Automatic,53208,Diesel,145,70.6,2
 3 Series,2017,Manual,21478,Diesel,145,58.9,2
 1 Series,2014,Manual,67610,Diesel,0,74.3,1.6
 1 Series,2017,Manual,26050,Diesel,145,68.9,2
 1 Series,2016,Manual,26589,Diesel,0,83.1,1.5
 5 Series,2012,Manual,73350,Diesel,125,57.6,2
 3 Series,2017,Automatic,12099,Diesel,145,64.2,2
 1 Series,2017,Automatic,29828,Diesel,20,67.3,2
 X3,2017,Automatic,53325,Diesel,145,54.3,2
 1 Series,2015,Automatic,44033,Diesel,20,72.4,1.5
 2 Series,2015,Manual,54813,Diesel,30,60.1,2
 3 Series,2017,Automatic,53055,Other,0,134.5,2
 2 Series,2016,Manual,68489,Diesel,30,64.2,2
 1 Series,2016,Automatic,21748,Diesel,20,67.3,2
 5 Series,2017,Automatic,41284,Diesel,20,68.9,2
 5 Series,2017,Automatic,37139,Diesel,125,60.1,2
