"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"Male",0,"Yes","Yes",64,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",81.05,5135.35,"No"
"Male",0,"Yes","Yes",30,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Month-to-month","No","Electronic check",67.6,2000.2,"No"
"Male",0,"No","No",13,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.15,931.75,"No"
"Female",0,"Yes","No",64,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",115,7396.15,"No"
"Female",0,"No","Yes",46,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",84.8,3958.85,"No"
"Female",0,"No","No",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.7,260.9,"No"
"Female",0,"No","No",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.75,297.3,"Yes"
"Male",0,"Yes","Yes",17,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",92.55,1515.1,"Yes"
"Female",0,"Yes","Yes",13,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Mailed check",63.15,816.8,"No"
"Female",0,"Yes","Yes",67,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)",74,4868.4,"No"
"Male",0,"Yes","No",24,"No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",29.1,688,"No"
"Male",0,"No","No",6,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Mailed check",50.05,288.35,"No"
"Male",1,"Yes","No",53,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","One year","Yes","Electronic check",60.05,3229.65,"Yes"
"Male",1,"Yes","No",16,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.3,1178.25,"Yes"
"Male",0,"No","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",20,185.4,"No"
"Female",0,"No","No",13,"Yes","No","Fiber optic","No","Yes","No","No","No","No","One year","Yes","Mailed check",74.65,966.25,"No"
"Male",0,"No","No",9,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.35,758.6,"Yes"
"Female",0,"No","No",25,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","One year","No","Mailed check",74.3,1863.8,"Yes"
"Male",1,"No","No",7,"No","No phone service","DSL","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",44.4,265.8,"No"
"Male",0,"Yes","Yes",38,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",85.4,3297,"No"
"Female",0,"Yes","No",43,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",94.1,4107.3,"No"
"Female",0,"No","Yes",4,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",98.1,396.3,"Yes"
"Female",0,"No","No",25,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",108.9,2809.05,"No"
"Male",0,"No","Yes",27,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","No","Mailed check",56.2,1567.55,"No"
"Male",0,"Yes","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",26.1,1851.45,"No"
"Male",0,"No","Yes",71,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","One year","Yes","Credit card (automatic)",85.45,6028.95,"No"
"Female",0,"No","No",24,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",88.95,2072.75,"No"
"Female",0,"No","No",50,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Electronic check",109.65,5551.15,"Yes"
"Male",0,"No","No",57,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",74.35,4317.35,"No"
"Female",0,"No","No",15,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",48.85,736.8,"No"
"Male",0,"No","No",4,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",80.1,336.15,"No"
"Female",0,"No","No",28,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",56.05,1522.65,"No"
"Female",1,"No","No",9,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.55,622.9,"Yes"
"Female",0,"Yes","No",55,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",89.8,4959.6,"No"
"Male",0,"No","No",3,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.95,329.95,"Yes"
"Male",0,"No","No",10,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.9,1048.85,"Yes"
"Male",0,"No","Yes",55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.1,1001.5,"No"
"Female",0,"Yes","Yes",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.35,442.6,"No"
"Female",0,"Yes","Yes",62,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",106.05,6703.5,"No"
"Male",1,"Yes","No",32,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",104.9,3351.55,"Yes"
"Female",0,"No","No",43,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",19.65,779.25,"No"
"Male",0,"Yes","No",9,"No","No phone service","DSL","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",24.1,259.8,"Yes"
"Female",0,"Yes","No",60,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",59.85,3483.45,"No"
"Male",0,"Yes","No",58,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",86.1,4890.5,"No"
"Male",0,"No","Yes",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.45,136.75,"No"
"Male",0,"Yes","Yes",2,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",97.1,184.15,"No"
"Male",1,"No","No",37,"No","No phone service","DSL","No","Yes","Yes","No","No","No","Month-to-month","No","Electronic check",36.65,1315,"No"
"Female",1,"Yes","Yes",65,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.9,6767.1,"No"
"Female",0,"Yes","Yes",39,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.75,757.95,"No"
"Male",0,"Yes","No",66,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",104.05,6890,"Yes"
"Male",0,"No","No",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",24.55,1657.4,"No"
"Female",0,"Yes","Yes",62,"No","No phone service","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Bank transfer (automatic)",48.7,3008.55,"No"
"Male",0,"No","No",3,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Mailed check",88.35,262.05,"Yes"
"Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",109.55,8165.1,"No"
"Female",0,"Yes","No",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.65,875.55,"No"
"Male",0,"Yes","Yes",29,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",94.65,2649.15,"Yes"
"Female",0,"No","No",4,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",55.2,220.65,"No"
"Male",0,"No","No",53,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",24.05,1301.9,"No"
"Male",1,"Yes","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.4,74.4,"Yes"
"Female",0,"Yes","Yes",41,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Month-to-month","No","Credit card (automatic)",79.9,3326.2,"Yes"
"Male",0,"Yes","No",39,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.45,790,"No"
"Male",0,"Yes","No",63,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.25,1237.65,"No"
"Male",0,"No","No",15,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",26.35,378.6,"No"
"Female",0,"Yes","No",13,"Yes","No","DSL","No","No","No","No","No","No","One year","No","Electronic check",43.8,592.65,"No"
"Male",0,"No","No",1,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",50.15,50.15,"No"
"Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.45,20.45,"No"
"Male",1,"No","No",8,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.7,560.85,"Yes"
"Male",0,"No","No",60,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Two year","No","Electronic check",61.4,3638.25,"No"
"Female",1,"Yes","No",12,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",98.1,1060.2,"Yes"
"Male",0,"Yes","No",40,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","No","One year","No","Credit card (automatic)",70.75,2921.75,"No"
"Female",0,"No","No",66,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Two year","Yes","Bank transfer (automatic)",61.15,4017.45,"No"
"Male",0,"Yes","Yes",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.25,854.9,"No"
"Female",1,"No","No",66,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Credit card (automatic)",63.85,4174.35,"No"
"Male",0,"No","No",49,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check",98.7,4920.55,"No"
"Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.5,20.5,"Yes"
"Female",0,"No","No",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20,810.3,"No"
"Female",0,"Yes","Yes",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.3,772.4,"No"
"Female",0,"Yes","Yes",23,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",84.4,1936.85,"No"
"Male",0,"No","No",3,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",25.1,79.8,"No"
"Female",0,"No","No",4,"No","No phone service","DSL","Yes","No","Yes","Yes","No","Yes","Month-to-month","No","Mailed check",48.25,202.25,"No"
"Female",0,"Yes","Yes",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.85,1070.5,"No"
"Female",1,"Yes","No",4,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.6,347.65,"Yes"
"Female",0,"No","No",11,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",94.2,999.9,"No"
"Female",0,"Yes","No",2,"Yes","No","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",62.15,113.1,"No"
"Female",0,"Yes","No",26,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",79.3,2015.8,"No"
"Male",0,"Yes","Yes",24,"Yes","No","DSL","Yes","No","Yes","No","No","No","One year","Yes","Credit card (automatic)",56.25,1454.25,"No"
"Female",0,"No","No",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.3,246.7,"No"
"Male",1,"Yes","No",60,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",99,6017.9,"No"
"Female",0,"Yes","Yes",64,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",90.6,5817.45,"No"
"Male",0,"Yes","No",66,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",85.9,5595.3,"No"
"Female",0,"No","No",60,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","One year","Yes","Bank transfer (automatic)",79.2,4765,"No"
"Male",0,"Yes","Yes",17,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","No","One year","Yes","Bank transfer (automatic)",70.35,1201.65,"No"
"Male",0,"Yes","Yes",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.35,867.3,"No"
"Male",0,"No","No",1,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",50.15,50.15,"No"
"Female",0,"Yes","Yes",47,"Yes","No","DSL","No","Yes","No","Yes","No","Yes","Two year","No","Bank transfer (automatic)",63.8,3007.25,"No"
"Female",0,"Yes","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.55,252.75,"No"
"Male",1,"Yes","No",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",88.55,6306.5,"No"
"Male",1,"No","No",67,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",101.4,6841.05,"No"
"Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",81.95,81.95,"Yes"
"Male",0,"Yes","No",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.35,451.1,"Yes"
"Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.6,44.6,"No"
"Male",0,"No","No",4,"Yes","No","DSL","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",63.75,226.2,"No"
"Female",0,"Yes","Yes",66,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",109.25,7082.5,"No"
"Female",0,"No","No",12,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.6,1017.35,"No"
"Female",0,"No","No",24,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",20.45,527.35,"No"
"Male",0,"No","No",26,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.75,2146.5,"No"
"Female",0,"No","No",6,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",91.1,455.3,"Yes"
"Male",0,"Yes","No",57,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Electronic check",107.95,5969.85,"No"
"Male",0,"Yes","No",14,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",86.1,1235.55,"Yes"
"Female",0,"Yes","Yes",42,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Electronic check",22.95,1014.25,"No"
"Male",0,"No","No",25,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",94.7,2362.1,"Yes"
"Female",0,"Yes","No",64,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.45,1225.65,"No"
"Male",0,"Yes","No",22,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.1,1873.7,"Yes"
"Male",0,"No","No",19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",19.7,386.5,"No"
"Female",0,"Yes","Yes",61,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.15,6010.05,"Yes"
"Male",0,"Yes","No",22,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",87,1850.65,"No"
"Male",1,"Yes","No",70,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",102.95,7101.5,"Yes"
"Male",0,"No","No",12,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",79.95,1043.4,"No"
"Female",0,"Yes","No",31,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Electronic check",64,1910.75,"No"
"Female",0,"No","No",11,"Yes","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",64.9,716.1,"No"
"Male",0,"Yes","Yes",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.75,1686.15,"No"
"Female",1,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",90.15,6716.45,"No"
"Male",1,"No","No",67,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",116.1,7839.85,"No"
"Female",0,"No","No",60,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",104.95,6236.75,"No"
"Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.05,45.05,"Yes"
"Female",1,"No","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",71,71,"Yes"
"Male",0,"Yes","Yes",58,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","No","One year","No","Mailed check",50,2919.85,"No"
"Female",1,"Yes","Yes",47,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",70.55,3309.25,"Yes"
"Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.7,79.7,"Yes"
"Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.45,20.45,"No"
"Male",0,"No","No",22,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",59,1254.7,"Yes"
"Female",0,"No","No",48,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",60.35,2896.4,"Yes"
"Female",0,"Yes","No",37,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",19.85,717.5,"No"
"Male",0,"No","No",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check",19.95,253.8,"No"
"Male",0,"No","No",43,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",26.45,1110.05,"No"
"Female",0,"No","No",6,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",63.4,348.8,"No"
"Male",0,"No","No",71,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Bank transfer (automatic)",53.95,3888.65,"No"
"Female",1,"Yes","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.25,69.25,"Yes"
"Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Two year","Yes","Electronic check",95.1,6843.15,"No"
"Female",1,"No","No",6,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.1,450.9,"No"
"Male",0,"Yes","Yes",12,"No","No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",35.5,432.25,"No"
"Male",0,"No","No",25,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",70.95,1767.35,"Yes"
"Female",0,"Yes","No",21,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No","One year","No","Electronic check",79.2,1742.45,"No"
"Female",0,"Yes","Yes",6,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",48.8,297.35,"No"
"Male",0,"Yes","No",20,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",89,1820.45,"Yes"
"Male",0,"Yes","No",18,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.4,1742.95,"Yes"
"Female",0,"No","No",43,"Yes","No","DSL","No","Yes","No","Yes","No","No","One year","No","Electronic check",55.45,2444.25,"No"
"Female",0,"Yes","Yes",35,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",25.4,949.8,"No"
"Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",73.5,73.5,"Yes"
"Male",1,"Yes","No",32,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",93.5,2970.8,"No"
"Male",0,"No","No",52,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",63.9,3334.95,"No"
"Male",0,"No","No",32,"Yes","No","DSL","No","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",64.85,2010.95,"No"
"Female",0,"Yes","Yes",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",63.8,4684.3,"No"
"Male",0,"No","No",51,"No","No phone service","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",44.45,2181.55,"No"
"Male",0,"Yes","Yes",68,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",19.95,1303.25,"No"
"Male",1,"Yes","No",8,"No","No phone service","DSL","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Mailed check",43.35,371.4,"No"
"Male",0,"Yes","No",49,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Two year","No","Credit card (automatic)",49.65,2409.9,"No"
"Female",0,"Yes","No",72,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",85.1,6155.4,"No"
"Male",0,"No","No",9,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.5,829.1,"Yes"
"Female",0,"Yes","No",28,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",92.35,2602.9,"Yes"
"Male",0,"No","No",54,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","No","Month-to-month","No","Mailed check",89.8,4667,"No"
"Male",0,"No","No",11,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.55,824.75,"Yes"
"Female",0,"Yes","Yes",50,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","No","Mailed check",103.05,5153.5,"No"
"Female",0,"Yes","No",69,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",116,8182.85,"No"
"Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.9,69.9,"No"
"Male",0,"Yes","Yes",68,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","Two year","No","Bank transfer (automatic)",95.1,6683.4,"No"
"Male",0,"No","Yes",40,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","One year","No","Mailed check",40.25,1564.05,"No"
"Male",0,"Yes","Yes",31,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.75,755.6,"No"
"Female",1,"No","Yes",33,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",105.35,3465.05,"No"
"Male",1,"Yes","No",55,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",113.6,6292.7,"No"
"Male",0,"Yes","Yes",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",24,1664.3,"No"
"Female",0,"Yes","Yes",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.4,198.1,"No"
"Male",0,"Yes","No",71,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",86.1,6045.9,"No"
"Male",0,"No","No",40,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Mailed check",102.65,4108.15,"No"
"Female",0,"Yes","Yes",64,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","One year","Yes","Electronic check",92.85,5980.75,"No"
"Male",0,"Yes","No",53,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","One year","No","Bank transfer (automatic)",97.75,5043.2,"No"
"Male",1,"No","No",12,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",83.8,1029.75,"Yes"
"Male",1,"No","No",53,"No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",54.45,2854.55,"Yes"
"Male",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year","Yes","Credit card (automatic)",97.95,7114.25,"No"
"Male",0,"No","No",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Electronic check",19.95,907.05,"No"
